Species,circRNA name,circAltas ID,Postion,Strand,Host gene,Disease Name,Expression Pattern,PMID,miRNA
human,circ_UBQLN1,"<a href=""./circ_detail.php?ID=hsa-intergenic_000107"">hsa-intergenic_000107</a>",chr9:86274695|86284242,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=UBQLN1"" target=""_blank"">UBQLN1</a>",Temporal Lobe Epilepsy,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29428937"" target=""_blank"">29428937</a>",N/A
human,circ_UNC13C,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC13C"" target=""_blank"">UNC13C</a>",Glioblastoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=26873924"" target=""_blank"">26873924</a>",N/A
human,circ_UNC79,"<a href=""./circ_detail.php?ID=hsa-UNC79_000002"">hsa-UNC79_000002</a>",chr14:93934017|93954101,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC79"" target=""_blank"">UNC79</a>",Glioblastoma,Unclear,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=26873924"" target=""_blank"">26873924</a>",N/A
human,circ_USP9Y,"<a href=""./circ_detail.php?ID=hsa-USP9Y_000005"">hsa-USP9Y_000005</a>",chrY:14821321|14834120,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=USP9Y"" target=""_blank"">USP9Y</a>",Temporal Lobe Epilepsy,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29428937"" target=""_blank"">29428937</a>","hsa-miR-18b-3p,hsa-miR-670-5p,hsa-miR-23a-5p,hsa-miR-125a-3p,hsa-miR-125b-5p"
human,circ_VCAN/hsa_circ_00523,"<a href=""./circ_detail.php?ID=hsa-VCAN_000020"">hsa-VCAN_000020</a>",chr5:82832826|82838087,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=VCAN"" target=""_blank"">VCAN</a>",Glioblastoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=26873924"" target=""_blank"">26873924</a>",N/A
human,circ_VPS37C,"<a href=""./circ_detail.php?ID=hsa-VPS37C_000002"">hsa-VPS37C_000002</a>",chr11:60899892|60906307,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS37C"" target=""_blank"">VPS37C</a>",Temporal Lobe Epilepsy,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29428937"" target=""_blank"">29428937</a>",N/A
human,circ_ZNF148/hsa_circ_26591,"<a href=""./circ_detail.php?ID=hsa-ZNF148_000001"">hsa-ZNF148_000001</a>",chr3:125032152|125050082,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF148"" target=""_blank"">ZNF148</a>",Glioblastoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=26873924"" target=""_blank"">26873924</a>",N/A
human,circ0006916,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=HOMER1"" target=""_blank"">HOMER1</a>",Lung cancer,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29726904"" target=""_blank"">29726904</a>",N/A
human,circ0817/CUL5//hsa_circ_0024169,"<a href=""./circ_detail.php?ID=hsa-CUL5_000001"">hsa-CUL5_000001</a>",chr11:107916997|107925682,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL5"" target=""_blank"">CUL5</a>",Colorectal cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=25624062"" target=""_blank"">25624062</a>",N/A
human,circ-104916,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK6"" target=""_blank"">NEK6</a>",Gastric cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28761361"" target=""_blank"">28761361</a>",N/A
human,circ6229/hsa_circ_0000522/hsa_circ_000169,"<a href=""./circ_detail.php?ID=hsa-METTL3_000010"">hsa-METTL3_000010</a>",chr14:21971316|21972024,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL3"" target=""_blank"">METTL3</a>",Colorectal cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=25624062"" target=""_blank"">25624062</a>",N/A
human,circ7374//TNS4/hsa-circRNA_2149,"<a href=""./circ_detail.php?ID=hsa-TNS4_000002"">hsa-TNS4_000002</a>",chr17:38638381|38638668,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=TNS4"" target=""_blank"">TNS4</a>",Colorectal cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=25624062"" target=""_blank"">25624062</a>",N/A
human,circ7780,"<a href=""./circ_detail.php?ID=hsa-intergenic_004243"">hsa-intergenic_004243</a>",chr7:153555575|153562137,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=N/A"" target=""_blank"">N/A</a>",Colorectal cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=25624062"" target=""_blank"">25624062</a>",N/A
human,circABCB10/hsa_circ_0008717,"<a href=""./circ_detail.php?ID=hsa-ABCB10_000005"">hsa-ABCB10_000005</a>",chr1:229665946|229678118,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB10"" target=""_blank"">ABCB10</a>",Breast cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28744405"" target=""_blank"">28744405</a>",miR-1271
human,circAmotl1/hsa_circ_0004214,"<a href=""./circ_detail.php?ID=hsa-AMOTL1_000003"">hsa-AMOTL1_000003</a>",chr11:94532556|94533477,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=Amotl1"" target=""_blank"">Amotl1</a>",Breast cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28622299"" target=""_blank"">28622299</a>",c-myc
human,circAmotl1/hsa_circ_0004214,"<a href=""./circ_detail.php?ID=hsa-AMOTL1_000003"">hsa-AMOTL1_000003</a>",chr11:94532556|94533477,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=Amotl1"" target=""_blank"">Amotl1</a>",Cervical cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28622299"" target=""_blank"">28622299</a>",c-myc
human,circAmotl1/hsa_circ_0004214,"<a href=""./circ_detail.php?ID=hsa-AMOTL1_000003"">hsa-AMOTL1_000003</a>",chr11:94532556|94533477,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=Amotl1"" target=""_blank"">Amotl1</a>",Glioblastoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28622299"" target=""_blank"">28622299</a>",c-myc
human,circAmotl1/hsa_circ_0004214,"<a href=""./circ_detail.php?ID=hsa-AMOTL1_000003"">hsa-AMOTL1_000003</a>",chr11:94532556|94533477,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=Amotl1"" target=""_blank"">Amotl1</a>",Lung cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28622299"" target=""_blank"">28622299</a>",c-myc
human,circANRIL/hsa_circ_0008574,"<a href=""./circ_detail.php?ID=hsa-CDKN2B-AS1_000003"">hsa-CDKN2B-AS1_000003</a>",chr9:22046750|22056386,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2B-AS1"" target=""_blank"">CDKN2B-AS1</a>",Atherosclerosis,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27539542"" target=""_blank"">27539542</a>","miR-4659a/b,miR-3184-3p,miR-5571-5p"
human,circARSP91/hsa_circ_0085154,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr8:101721360|101721451,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=PABPC1"" target=""_blank"">PABPC1</a>",Hepatocellular carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29144509"" target=""_blank"">29144509</a>",N/A
human,circATP2B1/hsa_circ_000826/hsa_circ_0000426,"<a href=""./circ_detail.php?ID=hsa-ATP2B1_000014"">hsa-ATP2B1_000014</a>",chr12:90035935|90049884,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP2B1"" target=""_blank"">ATP2B1</a>",Clear cell renal cell carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29490945"" target=""_blank"">29490945</a>",N/A
human,circATXN10,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ATXN10"" target=""_blank"">ATXN10</a>",Cardiovascular disease,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28676412"" target=""_blank"">28676412</a>",N/A
human,circ-BANP,"<a href=""./circ_detail.php?ID=hsa-BANP_000002"">hsa-BANP_000002</a>",chr16:88037901|88071617,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=BANP"" target=""_blank"">BANP</a>",Colorectal cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28103507"" target=""_blank"">28103507</a>",p-Akt
human,circBC048201/hsa_circ_0061265,"<a href=""./circ_detail.php?ID=hsa-AP001347_000002"">hsa-AP001347_000002</a>",chr21:15456271|15456465,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=AP0001347"" target=""_blank"">AP0001347</a>",Bladder cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28103507"" target=""_blank"">28103507</a>",N/A
human,circBCL11B,"<a href=""./circ_detail.php?ID=hsa-BCL11B_000010"">hsa-BCL11B_000010</a>",chr14:99723808|99724176,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL11B"" target=""_blank"">BCL11B</a>",Breast cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29221160"" target=""_blank"">29221160</a>",N/A
human,circBRAF/hsa_circ_0006460,"<a href=""./circ_detail.php?ID=hsa-BRAF_000084"">hsa-BRAF_000084</a>",chr7:140476712|140494267,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=BRAF"" target=""_blank"">BRAF</a>",Glioblastoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28236760"" target=""_blank"">28236760</a>",N/A
human,circBRIP,"<a href=""./circ_detail.php?ID=hsa-BRIP1_000004"">hsa-BRIP1_000004</a>",chr17:59853762|59861785,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=BRIP1"" target=""_blank"">BRIP1</a>",Breast cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29221160"" target=""_blank"">29221160</a>",N/A
human,circC3P1,"<a href=""./circ_detail.php?ID=hsa-C3P1_000001"">hsa-C3P1_000001</a>",chr19:10183600|10184111,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=C3P1"" target=""_blank"">C3P1</a>",Hepatocellular carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29608893"" target=""_blank"">29608893</a>",N/A
human,circCDYL,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=CDYL"" target=""_blank"">CDYL</a>",Cardiovascular disease,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28676412"" target=""_blank"">28676412</a>",N/A
human,circ-CER/circRNA_100876/hsa_circ_0023404,"<a href=""./circ_detail.php?ID=hsa-RNF121_000005"">hsa-RNF121_000005</a>",chr11:71668272|71671937,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF121"" target=""_blank"">RNF121</a>",Osteoarthritis,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=26931159"" target=""_blank"">26931159</a>",N/A
human,circCHD7,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=CHD7"" target=""_blank"">CHD7</a>",Cardiovascular disease,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28676412"" target=""_blank"">28676412</a>",N/A
human,circCTDP1,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=-"" target=""_blank"">-</a>",Bladder cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27363013"" target=""_blank"">27363013</a>","miRNA-29a-3p,DNMT3B,VEGFA,ITGB1"
human,circDENND4C,"<a href=""./circ_detail.php?ID=hsa-DENND4C_000005"">hsa-DENND4C_000005</a>",chr9:19286767|19305525,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=DENND4C"" target=""_blank"">DENND4C</a>",Breast cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28739726"" target=""_blank"">28739726</a>",N/A
human,circDLGAP4,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=DLGAP4"" target=""_blank"">DLGAP4</a>",Acute ischemic stroke,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29114076"" target=""_blank"">29114076</a>",N/A
human,circDNAJC6,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC6"" target=""_blank"">DNAJC6</a>",Cardiovascular disease,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28676412"" target=""_blank"">28676412</a>",N/A
human,circDNMT1,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMT1"" target=""_blank"">DNMT1</a>",Breast cancer,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29973691"" target=""_blank"">29973691</a>",N/A
human,circDOCK1/hsa_circ_100721,"<a href=""./circ_detail.php?ID=hsa-DOCK1_000006"">hsa-DOCK1_000006</a>",chr10:128768966|128926028,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=DOCK1"" target=""_blank"">DOCK1</a>",Colorectal cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29286141"" target=""_blank"">29286141</a>",N/A
human,circDOCK1/hsa_circ_100721,"<a href=""./circ_detail.php?ID=hsa-DOCK1_000006"">hsa-DOCK1_000006</a>",chr10:128768966|128926028,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=DOCK1"" target=""_blank"">DOCK1</a>",Oral squamous cell carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29286141"" target=""_blank"">29286141</a>",N/A
human,circEKL4/hsa_circ_0000175,"<a href=""./circ_detail.php?ID=hsa-ELK4_000001"">hsa-ELK4_000001</a>",chr1:205585606|205593019,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ELK4"" target=""_blank"">ELK4</a>",Lupus nephritis,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29499937"" target=""_blank"">29499937</a>",N/A
human,circEPSTI1,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=EPSTI1"" target=""_blank"">EPSTI1</a>",Breast cancer,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=N/A"" target=""_blank"">N/A</a>",N/A
human,circETFA,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr15:76566752|76588078,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ETFA"" target=""_blank"">ETFA</a>",Breast cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29221160"" target=""_blank"">29221160</a>",N/A
human,circFAM169A/hsa_circ_0007158,"<a href=""./circ_detail.php?ID=hsa-FAM169A_000001"">hsa-FAM169A_000001</a>",chr5:74109665|74137504,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM169A"" target=""_blank"">FAM169A</a>",Bladder cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27484176"" target=""_blank"">27484176</a>",N/A
human,circFAM188A/hsa_circ_0000219,"<a href=""./circ_detail.php?ID=hsa-FAM188A_000035"">hsa-FAM188A_000035</a>",chr10:15858833|15889942,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM188A"" target=""_blank"">FAM188A</a>",Lupus nephritis,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27484176"" target=""_blank"">27484176</a>",N/A
human,circFARSA,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",exon 5-7 of the FARSA gene,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FARSA"" target=""_blank"">FARSA</a>",Non-Small cell Lung Cancer tumorigenesis,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29722168"" target=""_blank"">29722168</a>",N/A
human,circFAT1,"<a href=""./circ_detail.php?ID=hsa-FAT1_000001"">hsa-FAT1_000001</a>",chr4:187627717|187630999,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FAT1"" target=""_blank"">FAT1</a>",Colon cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27892494"" target=""_blank"">27892494</a>","miR-876-5p,miR-192-3p,miR-34b-3p,miR-34c-3p,miR-181b-3p"
human,circ-FBXW7,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXW7"" target=""_blank"">FBXW7</a>",Glioblastoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28903484"" target=""_blank"">28903484</a>",N/A
human,circ-Foxo3/hsa_circ_0006404,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr6:108984657|108986092,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXO3"" target=""_blank"">FOXO3</a>",Non-small cell lung cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29620202"" target=""_blank"">29620202</a>","FOXO3,p53"
human,circ-Foxo3/hsa_circ_0006404,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr6:108984657|108986092,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXO3"" target=""_blank"">FOXO3</a>",Breast cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=26861625"" target=""_blank"">26861625</a>","ID-1,E2F1,FAK,HIF1a"
human,circ-Foxo3/hsa_circ_0006404,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr6:108984657|108986092,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXO3"" target=""_blank"">FOXO3</a>",Myocardial senescence,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=26873092"" target=""_blank"">26873092</a>",N/A
human,circFUT8/hsa_circRNA_101368/hsa_circ_0003028,"<a href=""./circ_detail.php?ID=hsa-FUT8_000041"">hsa-FUT8_000041</a>",chr14:66028055|66028484,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT8"" target=""_blank"">FUT8</a>",Liver cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28727484"" target=""_blank"">28727484</a>",N/A
human,circGFRA1/hsa_circ_005239,"<a href=""./circ_detail.php?ID=hsa-GFRA1_000005"">hsa-GFRA1_000005</a>",chr10:117849251|117856275,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=GFRA1"" target=""_blank"">GFRA1</a>",Triple negative breast cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29037220"" target=""_blank"">29037220</a>",N/A
human,circHIPK3/hsa_circ_0000284,"<a href=""./circ_detail.php?ID=hsa-HIPK3_000017"">hsa-HIPK3_000017</a>",chr11:33307958|33309057,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=HIPK3"" target=""_blank"">HIPK3</a>",Non-small cell lung cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27050392"" target=""_blank"">27050392</a>",N/A
human,circHLA-C,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr6:31239010|31324103,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-C"" target=""_blank"">HLA-C </a>",Lupus nephritis,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29499937"" target=""_blank"">29499937</a>",N/A
human,circIPO11/hsa_circRNA_103847/hsa_circ_0007915,"<a href=""./circ_detail.php?ID=hsa-IPO11_000009"">hsa-IPO11_000009</a>",chr5:61745754|61747760,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO11"" target=""_blank"">IPO11</a>",Liver cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28727484"" target=""_blank"">28727484</a>",N/A
human,circ-KLDHC10/hsa_circ_0082333,"<a href=""./circ_detail.php?ID=hsa-KLHDC10_000002"">hsa-KLHDC10_000002</a>",chr7:129756285|129762042,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHDC10"" target=""_blank"">KLHDC10</a>",Colorectal cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=26138677"" target=""_blank"">26138677</a>",N/A
human,circLARP4,"<a href=""./circ_detail.php?ID=hsa-LARP4_000010"">hsa-LARP4_000010</a>",chr12:50848097|50855130,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=LARP4"" target=""_blank"">LARP4</a>",Gastric cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28893265"" target=""_blank"">28893265</a>",N/A
human,circ-LDLRAD3/hsa_circ_0006988,"<a href=""./circ_detail.php?ID=hsa-LDLRAD3_000002"">hsa-LDLRAD3_000002</a>",chr11:36248635|36248980,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=LDLRAD3"" target=""_blank"">LDLRAD3</a>",Pancreatic cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29307994"" target=""_blank"">29307994</a>",N/A
human,circMAN2B2/hsa_circRNA_103595,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN2B2"" target=""_blank"">MAN2B2</a>",Lung cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29550475"" target=""_blank"">29550475</a>",N/A
human,circMED13,"<a href=""./circ_detail.php?ID=hsa-MED13_000002"">hsa-MED13_000002</a>",chr17:60061532|60062451,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=MED13"" target=""_blank"">MED13</a>",Breast cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29221160"" target=""_blank"">29221160</a>",N/A
human,circMTO1/hsa_circRNA_0007874/hsa_circRNA_104135,"<a href=""./circ_detail.php?ID=hsa-MTO1_000028"">hsa-MTO1_000028</a>",chr6:74175932|74176329,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=MTO1"" target=""_blank"">MTO1</a>",Hepatocellular carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28520103"" target=""_blank"">28520103</a>","miR-185-3p,miR-3137,miR-365b-5p,miR-4638-3p,miR-4673,miR-4722-5p,miR-4726-3p,miR-6751-5p,miR-6752-5p,miR-6803-5p,miR-6815-5p"
human,circMylk/circRNA-MYLK/hsa_circ_0002768,"<a href=""./circ_detail.php?ID=hsa-MYLK_000015"">hsa-MYLK_000015</a>",chr3:123471178|123512691,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=MYLK"" target=""_blank"">MYLK</a>",Bladder cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27363013/28687350"" target=""_blank"">27363013/28687350</a>",N/A
